idnInmate	Strcity	Strcode	Strdescription	datCreatedOn	datModifiedOn	blnActive
4744	HOD	TER	TERRELL UNIT	2003-08-10 11:23:16.927	2010-09-16 00:02:00.000	1
4745	HOD	TO	TELFORD UNIT	2003-08-10 11:23:16.927	2010-09-16 00:02:00.000	1
4746	HOD	TOR	TORRES UNIT	2003-08-10 11:23:16.927	2010-09-16 00:02:00.000	1
4747	HOD	VS	VENUS CCA	2003-08-10 11:23:16.927	2010-09-16 00:02:00.000	1
4748	HOD	WAL	WALKER COUNTY JAIL	2003-08-10 11:23:16.927	2010-09-16 00:02:00.000	1
4749	HOD	WHC	WACKEN HUT CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890	2010-09-16 00:02:00.000	1
4750	HOD	WMC	WESTERN MISSOURI CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-09-16 00:02:00.000	0
4751	HOD	WYN	WYNNE UNIT	2003-08-10 11:23:16.927	2010-09-16 00:02:00.000	1
2421	HON	FDC	BUREAU OF PRISON-FEDERAL DETENTION CENTER         	2005-03-05 14:50:58.890		1
660	HON	GUA	DEPARTMENT OF CORRECTIONS	2003-08-10 11:23:16.927		1
2422	HON	HAL	HALAWA MEDIUM SECURITY FACILITY                   	2005-03-05 14:50:58.890		1
661	HON	HCC	HILO COMMUNITY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
662	HON	JUV	HAWAII YOUTH CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
2423	HON	KAI	WOMEN'S COMMUNITY CORRECTION CENTER               	2005-03-05 14:50:58.890		1
2424	HON	KAU	KAUAI COMMUNITY CORRECTIONAL CENTER               	2005-03-05 14:50:58.890		1
2425	HON	KUL	KULANI CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890		1
2426	HON	LOM	LOMPOC FEDERAL CORRECTIONAL INSTITUTION           	2005-03-05 14:50:58.890		1
2427	HON	LOP	UNITED STATES PENITENTIARY, LOMPOC                	2005-03-05 14:50:58.890		1
2428	HON	MAU	MAUI COMMUNITY CORRECTIONAL CENTER                	2005-03-05 14:50:58.890		1
663	HON	OAH	OAHU COMMUNITY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
664	HON	PRA	PRAIRIE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
2429	HON	WAI	WAIAWA CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890		1
665	HOU	30D	IMMIRGATION COURT	2003-08-10 11:23:16.927		1
666	HOU	ACC	ALGOA CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
667	HOU	ALG	ALGOA CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
668	HOU	BC	BILL CLEMENS UNIT	2003-08-10 11:23:16.927		1
669	HOU	BCC	BOONEVILLE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
670	HOU	BCF	BOONEVILLE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
671	HOU	BE2	BETO II	2003-08-10 11:23:16.927		1
672	HOU	BET	BETO I UNIT	2003-08-10 11:23:16.927		1
673	HOU	BM	MOORE	2003-08-10 11:23:16.927		1
674	HOU	BOL	J.H. LILLEY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
675	HOU	BOY	BOYD	2003-08-10 11:23:16.927		1
676	HOU	BR	BRIDGEPORT	2003-08-10 11:23:16.927		1
677	HOU	BRI	BRISCOE UNIT	2003-08-10 11:23:16.927		1
678	HOU	BYD	BOYD UNIT	2003-08-10 11:23:16.927		1
679	HOU	CCC	CROSSROADS CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
2430	HOU	CCF	CIMARRON CORRECTIONAL FACILITY                    	2005-03-05 14:50:58.890		1
680	HOU	CEN	CENTRAL UNIT	2003-08-10 11:23:16.927		1
681	HOU	CHI	CHILLICOTHE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
682	HOU	CLE	CLEMENS UNIT	2003-08-10 11:23:16.927		1
683	HOU	CLM	(BILL) CLEMENTS UNIT	2003-08-10 11:23:16.927		1
684	HOU	CMC	CENTRAL MISSOURI CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
2431	HOU	COC	CENTRAL OKLAHOMA CORRECTIONAL FACILITY            	2005-03-05 14:50:58.890		1
685	HOU	COF	COFFIELD UNIT	2003-08-10 11:23:16.927		1
686	HOU	CV	CLEVELAND CCA	2003-08-10 11:23:16.927		1
687	HOU	CYC	CONNALLY UNIT	2003-08-10 11:23:16.927		1
688	HOU	DAR	DARRINGTON UNIT	2003-08-10 11:23:16.927		1
2432	HOU	DCC	DICK CONNER CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890		1
2433	HOU	DCF	DIAMONDBACK CORRECTIONAL FACILITY                 	2005-03-05 14:50:58.890		1
689	HOU	DH	DALHART	2003-08-10 11:23:16.927		1
690	HOU	DL	DANIEL UNIT	2003-08-10 11:23:16.927		1
691	HOU	DO	DIBOLL	2003-08-10 11:23:16.927		1
692	HOU	DU	DIAGNOSTIC UNIT	2003-08-10 11:23:16.927		1
693	HOU	E1	ELLIS I UNIT	2003-08-10 11:23:16.927		1
694	HOU	EAS	EASTHAM  UNIT	2003-08-10 11:23:16.927		1
695	HOU	ECC	EASTERN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
696	HOU	EDI	EDINBURG	2003-08-10 11:23:16.927		1
697	HOU	ELL	ELL(II)	2003-08-10 11:23:16.927		1
698	HOU	ELR	WARDEN	2003-08-10 11:23:16.927		1
699	HOU	FAR	FARMINGTON CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
700	HOU	FCC	FARMINGTON CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
701	HOU	FDC	FULTON RECEPTION / DIAGNOSTIC / CENTER	2003-08-10 11:23:16.927		1
702	HOU	FER	FERGUSON UNIT	2003-08-10 11:23:16.927		1
703	HOU	FRC	FULTON RECEPTION CENTER	2003-08-10 11:23:16.927		1
704	HOU	GL	GIBB LEWIS UNIT	2003-08-10 11:23:16.927		1
2434	HOU	GPC	GREAT PLAINS CORRECTIONAL FACILITY                	2005-03-05 14:50:58.890		1
705	HOU	GR	GOREE UNIT	2003-08-10 11:23:16.927		1
706	HOU	GUR	GURNEY UNIT	2003-08-10 11:23:16.927		1
707	HOU	GV	GATESVILLE UNIT	2003-08-10 11:23:16.927		1
708	HOU	HB	HOBBY UNIT	2003-08-10 11:23:16.927		1
709	HOU	HG	TDC HOSPITAL/GALVESTON	2003-08-10 11:23:16.927		1
710	HOU	HI	HIGHTOWER UNIT	2003-08-10 11:23:16.927		1
711	HOU	HT	HILLTOP UNIT	2003-08-10 11:23:16.927		1
712	HOU	HUG	HUGHES UNIT	2003-08-10 11:23:16.927		1
713	HOU	HUN	HUNTSVILLE UNIT	2003-08-10 11:23:16.927		1
714	HOU	JA	ALRED UNIT	2003-08-10 11:23:16.927		1
2435	HOU	JAM	JAMES CRABTREE CORRECTIONAL CENTER                	2005-03-05 14:50:58.890		1
715	HOU	JCC	JEFFERSON CITY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
716	HOU	JE1	JESTER ONE UNIT	2003-08-10 11:23:16.927		1
717	HOU	JE2	JESTER TWO UNIT	2003-08-10 11:23:16.927		1
718	HOU	JE3	JESTER THREE UNIT	2003-08-10 11:23:16.927		1
719	HOU	JE4	JESTER IV UNIT (MENTAL HEALTH)	2003-08-10 11:23:16.927		1
2436	HOU	JHC	JOSEPH HARP CORRECTION CENTER                     	2005-03-05 14:50:58.890		1
720	HOU	JOR	JORDAN UNIT	2003-08-10 11:23:16.927		1
721	HOU	JT	JOHNSTON UNIT	2003-08-10 11:23:16.927		1
722	HOU	KY	KYLE	2003-08-10 11:23:16.927		1
2437	HOU	LAW	LAWTON CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890		1
2438	HOU	LCC	LEXINGTON CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890		1
723	HOU	LEX	LEXINGTON ASSESSMENT & RECEPTION CENTER	2003-08-10 11:23:16.927		1
724	HOU	LH	LYNAUGH	2003-08-10 11:23:16.927		1
725	HOU	LSJ	LYCHNER STATE JAIL	2003-08-10 11:23:16.927		1
726	HOU	LYN	LYNAUGH UNIT	2003-08-10 11:23:16.927		1
2439	HOU	MAC	MACK ALFORD CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890		1
727	HOU	MAM	MARY ANN MOHAN - TEMP. NOT IN TDC	2003-08-10 11:23:16.927		1
2440	HOU	MBC	MABEL BASSETT CORRECTIONAL CENTER                 	2005-03-05 14:50:58.890		1
728	HOU	MCC	MCCONNELL UNIT	2003-08-10 11:23:16.927		1
729	HOU	MCO	MC CONNELL	2003-08-10 11:23:16.927		1
730	HOU	MEC	MISSOURI EASTERN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
731	HOU	MIC	MICHAEL UNIT	2003-08-10 11:23:16.927		1
732	HOU	MOB	MOBERLY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
733	HOU	MOC	MISSOURI DEPARTMENT OF CORRECTIONS	2003-08-10 11:23:16.927		1
734	HOU	MSP	MISSOURI STATE PENITENTIARY	2003-08-10 11:23:16.927		1
735	HOU	MTC	MISSOURI TRAINING CENTER FOR MEN	2003-08-10 11:23:16.927		1
736	HOU	MV	MOUNTAIN VIEW UNIT	2003-08-10 11:23:16.927		1
737	HOU	N1	MARLIN UNIT	2003-08-10 11:23:16.927		1
2441	HOU	OCJ	OKLAHOMA CITY JAIL                                	2005-03-05 14:50:58.890		1
2442	HOU	ODC	OKLAHOMA DEPARTMENT OF CORRECTION                 	2005-03-05 14:50:58.890		1
2443	HOU	OSP	OKLAHOMA STATE PENITENTIARY                       	2005-03-05 14:50:58.890		1
2444	HOU	OSR	OKLAHOMA STATE REFORMATORY                        	2005-03-05 14:50:58.890		1
738	HOU	PA1	PACK ONE UNIT	2003-08-10 11:23:16.927		1
739	HOU	PA2	PACK TWO UNIT	2003-08-10 11:23:16.927		1
740	HOU	RA1	RAMSEY ONE	2003-08-10 11:23:16.927		1
741	HOU	RA2	RAMSEY TWO	2003-08-10 11:23:16.927		1
742	HOU	RA3	RAMSEY 111	2003-08-10 11:23:16.927		1
2445	HOU	RBD	R.B. DICK CONNER CORRECTIONAL CENTER              	2005-03-05 14:50:58.890		1
743	HOU	RDC	RECEPTION DIAGNOSTIC CENTER	2003-08-10 11:23:16.927		0
744	HOU	REN	RENZ CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
745	HOU	RET	RETRIEVE UNIT	2003-08-10 11:23:16.927		1
746	HOU	ROA	ROACH UNIT	2003-08-10 11:23:16.927		1
747	HOU	ROB	ROBERTSON UNIT	2003-08-10 11:23:16.927		1
748	HOU	SMI	SMITH UNIT	2003-08-10 11:23:16.927		1
749	HOU	STE	WARDEN MACK ALFORD CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
750	HOU	STI	STILES UNIT	2003-08-10 11:23:16.927		1
751	HOU	STV	STEVENSON	2003-08-10 11:23:16.927		1
752	HOU	SV	SKYVIEW UNIT   (STATE HOSPITAL IN CHEROKEE COUNTY)	2003-08-10 11:23:16.927		1
753	HOU	TDW	TEXAS WAIVER CASES	2003-08-10 11:23:16.927		1
754	HOU	TER	TERRELL UNIT	2003-08-10 11:23:16.927		1
755	HOU	TO	TELFORD UNIT	2003-08-10 11:23:16.927		1
756	HOU	TOR	TORRES UNIT	2003-08-10 11:23:16.927		1
757	HOU	VS	VENUS CCA	2003-08-10 11:23:16.927		1
758	HOU	WAL	WALKER COUNTY JAIL	2003-08-10 11:23:16.927		1
2446	HOU	WHC	WACKEN HUT CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890		1
759	HOU	WMC	WESTERN MISSOURI CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
760	HOU	WYN	WYNNE UNIT	2003-08-10 11:23:16.927		1
2447	IMP	CAL	CALIPATRIA STATE PRISON                           	2005-03-05 14:50:58.890		1
2448	IMP	CNT	CENTINELA STATE PRISON                            	2005-03-05 14:50:58.890		1
3327	KAN	ACC	ABODE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3328	KAN	ADR	ADRIAN TEMPORARY FACILITY	2003-08-10 11:23:16.927		0
4581	KAN	ALA	ALABAMA CORRECTIONAL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4582	KAN	ALC	ALLEN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3329	KAN	ALG	ALGOA CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3330	KAN	ALL	ALLEN CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
4583	KAN	ANG	LOUISIANA STATE PENITENTIARY	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4584	KAN	APJ	AVOYELLES PARISH JAIL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4585	KAN	APS	ALLEN PARISH SHERIFF'S OFFICE	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4586	KAN	AW1	LSCI/ ALLENWOOD	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4587	KAN	AW2	FCI/ ALLENWOOD	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4588	KAN	AW3	U.S. PENTENTIARY/ ALLENWOOD	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4589	KAN	AWC	AVOYELLES WOMEN CORRECTIONAL CENTE	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3331	KAN	BCC	BOONEVILLE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3332	KAN	BCI	BELMONT CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
4590	KAN	BDC	BASILE DETENTION CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4591	KAN	BEA	BEAUREGARD PARISH JAIL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3333	KAN	BKR	INDIANA DOC/BUNKER HILL FACILITY                  	2005-03-05 14:50:58.890		0
3334	KAN	BMC	BIG MUDDY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
4592	KAN	BML	FCC BEAUMONT	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3335	KAN	BRF	BLACK RIVERS FALL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3336	KAN	BRO	BROOKS REGIONAL FACILITY	2003-08-10 11:23:16.927		0
3337	KAN	BTC	BRANCHVILLE TRAINING CENTER	2003-08-10 11:23:16.927		0
3338	KAN	BUN	INDIANA DEPARTMENT OF CORRECTIONS                 	2005-03-05 14:50:58.890		0
4593	KAN	BWC	BORDELONVILLE WOMEN'S CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4594	KAN	CAD	CADDO PARISH CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3339	KAN	CAR	CARSON CITY CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
4595	KAN	CBF	CAMP BEAUREGARD WORK FACILITY	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3340	KAN	CCC	CROSSROADS CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3341	KAN	CCM	MOBERLY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3342	KAN	CEF	CHARLES EGELER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3343	KAN	CEN	CENTRALIA CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3344	KAN	CHI	CHILLICOTHE  CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3345	KAN	CIC	CORRECTIONAL INDUSTRIAL COMPLEX	2003-08-10 11:23:16.927		0
3346	KAN	CLA	CLARINDA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3347	KAN	CMC	CORRECTIONS MEDICAL CENTER	2003-08-10 11:23:16.927		0
3348	KAN	COL	COLUMBIA CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3349	KAN	COR	CORRECTIONAL RECEPTION CENTER	2003-08-10 11:23:16.927		0
4596	KAN	CPJ	CALCASIEU PARISH JAIL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3350	KAN	CPO	CAMP OJIBWAY	2003-08-10 11:23:16.927		0
3351	KAN	CRO	ST. CROIX CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3352	KAN	CTC	CHIPPEWA TEMPOARY CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3353	KAN	DAN	DANVILLE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3354	KAN	DCI	DAYTON CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3355	KAN	DCS	DEPARTMENT OF CORRECTIONAL SERVICES	2003-08-10 11:23:16.927		0
3356	KAN	DEC	DECATUR  CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890		0
3357	KAN	DIS	DIVISION OF INTENSIVE SANCTIONS	2003-08-10 11:23:16.927		0
3358	KAN	DIX	DIXON CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3359	KAN	DOD	DODGE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3360	KAN	DUN	DUNES CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3361	KAN	DWI	DWIGHT CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3362	KAN	EAS	EAST MOLINE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
4597	KAN	ECD	EAST CARROLL DETENTION CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3363	KAN	ECF	ELLSWORTH CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
4598	KAN	EFP	EAST FELICIANA PARISH PRISON	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3364	KAN	EGC	EGELER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3365	KAN	ELD	EL DORADO CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3366	KAN	EMC	EASTERN MISSOURI CORRECTIONAL CTR.	2003-08-10 11:23:16.927		0
3367	KAN	ENG	ENGLER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
4599	KAN	ERD	EASTERN RECEPTION DIAGNOSTIC & CORRECTION CENTER  	2005-03-05 14:50:58.890	2010-05-14 00:02:00.000	1
4600	KAN	EVA	EVANGELINE PARISH JAIL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3368	KAN	FC	FEDERAL CORRECTIONAL	2003-08-10 11:23:16.927		0
3369	KAN	FCC	FARMINGTON CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3370	KAN	FCI	FOX LAKE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
4601	KAN	FDC	FEDERAL DETENTION CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4602	KAN	FEL	EAST FELICIANA PARISH JAIL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3371	KAN	FRD	FULTON RECEPTION AND DIAGNOSTIC CENTER	2003-08-10 11:23:16.927		0
3372	KAN	FTH	FEDERAL CORRECTIONAL - TERRE HAUTE	2003-08-10 11:23:16.927		0
4603	KAN	FUL	FULTON FRDC                                       	2005-03-05 14:50:58.890	2010-05-14 00:02:00.000	1
3373	KAN	GCC	GALESBURG CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3374	KAN	GFT	GRAFTON CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3375	KAN	GRA	GRAHAM CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3376	KAN	GRE	GREEN BAY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3377	KAN	GUS	GUS HARRISON FACILITY	2003-08-10 11:23:16.927		0
4604	KAN	HAN	HANCOCK COUNTY JAIL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4605	KAN	HAR	HARRISON COUNTY JAIL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3378	KAN	HAS	HASTINGS CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3379	KAN	HCC	HILL CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3380	KAN	HCF	HUTCHINSON CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3381	KAN	HCK	HOCKING CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3382	KAN	HCW	HUTCHINSON CORRECTIONAL WORK FACILITY	2003-08-10 11:23:16.927		0
3383	KAN	HIA	HIAWATHA TEMPORARY FACILITY	2003-08-10 11:23:16.927		0
4606	KAN	HUN	HUNT CORRECTIONAL FACILITY	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3384	KAN	ICD	IOWA DEPARTMENT OF CORRECTIONS	2003-08-10 11:23:16.927		0
3385	KAN	ICW	IOWA CORRECTIONAL INSTITUTE FOR WOMEN	2003-08-10 11:23:16.927		0
3386	KAN	IDC	IOWA DEPARTMENT OF CORRECTIONS-WORK RELEASE CENTER	2003-08-10 11:23:16.927		0
3387	KAN	IMA	IOWA MEDICAL AND CLASSIFICATION CENTER	2003-08-10 11:23:16.927		0
3388	KAN	IMR	IOWA MEN'S REFORMATORY	2003-08-10 11:23:16.927		0
3389	KAN	IND	INDIANA STATE PRISON	2003-08-10 11:23:16.927		0
4607	KAN	INS	IMMIGRATION AND NATURALIZATION SERVICE	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3390	KAN	ION	IONIA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
4608	KAN	IPD	IBERIA PARISH DETENTION CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
4609	KAN	IPJ	IBERIA PARISH JAIL	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3391	KAN	IRC	ILLINOIS RIVER CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3392	KAN	ISF	INDIANA STATE FARM	2003-08-10 11:23:16.927		0
3393	KAN	ISP	INDIANA STATE PRISON	2003-08-10 11:23:16.927		0
3394	KAN	ISR	INDIANA STATE REFORMATORY	2003-08-10 11:23:16.927		0
3395	KAN	IWP	INDIANA WOMEN'S PRISON	2003-08-10 11:23:16.927		0
3396	KAN	IYC	INDIANA YOUTH CENTER	2003-08-10 11:23:16.927		0
3397	KAN	JAC	JACKSON STATE PRISON - CENTRAL	2003-08-10 11:23:16.927		0
3398	KAN	JAK	JACKSONVILLE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3399	KAN	JBC	C/O JOHN BENNET CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3400	KAN	JCC	JEFFERSON CITY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3401	KAN	JCF	JACKSON COTTON FACILITY	2003-08-10 11:23:16.927		0
3402	KAN	JCI	JACKSON CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3403	KAN	JOL	JOLIET CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3404	KAN	KCC	KENOSHA CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3405	KAN	KCF	KINROSS CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3406	KAN	KEN	KENT COUNTY CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3407	KAN	KMC	KETTLE MORAINE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3408	KAN	KSC	KANSAS STATE CORRECTION INSTITUTION	2003-08-10 11:23:16.927		0
3409	KAN	KSI	KANSAS STATE INDUSTRIAL REFORMATORY	2003-08-10 11:23:16.927		0
4610	KAN	LAF	LAFAYETTE PARISH CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3410	KAN	LAK	METROPOLITAN CORRECTIONAL FACILITY/LINO LAKES	2003-08-10 11:23:16.927		0
3411	KAN	LAW	LAWRENCE CORRECTIONAL FACILITY                    	2005-03-05 14:50:58.890		0
3412	KAN	LCC	LINCOLN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3413	KAN	LCF	LANSING CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3414	KAN	LCI	LORAIN CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3415	KAN	LEB	LEBANON CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3416	KAN	LEV	UNITED STATES PENITENTIARY LEAVENWORTH	2003-08-10 11:23:16.927		0
3417	KAN	LEX	FEDERAL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3418	KAN	LIM	LIMA CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3419	KAN	LIN	LINCOLN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3420	KAN	LKC	LAKESIDE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3421	KAN	LLC	LAKELAND CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3422	KAN	LOG	LOGAN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3423	KAN	LON	LONDON CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3424	KAN	MAD	MADISON CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3425	KAN	MAQ	MARQUETTE BRANCH PRISON	2003-08-10 11:23:16.927		0
3426	KAN	MAR	MARION CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3427	KAN	MCB	MACOMB REGIONAL FACILITY	2003-08-10 11:23:16.927		0
3428	KAN	MCC	MOBERLY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3429	KAN	MCF	MINNESOTA CORRECTIONAL FACILITY - STILLWATER	2003-08-10 11:23:16.927		0
3430	KAN	MDC	METROPOLITAN DETENTION CENTER	2003-08-10 11:23:16.927		0
3431	KAN	MEC	MISSOURI EASTERN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3432	KAN	MEN	MENARD	2003-08-10 11:23:16.927		0
4611	KAN	MER	MISSOURI EASTERN RECEPTION & DIAGNOSTIC CENTER    	2005-03-05 14:50:58.890	2010-05-14 00:02:00.000	1
3433	KAN	MFF	MINNESOTA CORRECTIONAL FACILITY - FARIBAULT	2003-08-10 11:23:16.927		0
4612	KAN	MIS	MISSISSIPPI STATE PENITENTIARY	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3434	KAN	MLK	METROPOLITAN CORRECTIONAL FACILITY/MOOSE LAKE	2003-08-10 11:23:16.927		0
3435	KAN	MLL	MINNESOTA CORRECTIONAL FACILITY-LINO LAKES	2003-08-10 11:23:16.927		0
3436	KAN	MML	MINNESOTA CORRECTIONAL FACILITY - MOOSE LAKE	2003-08-10 11:23:16.927		0
3437	KAN	MNS	MANSFIELD CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3438	KAN	MON	MONTGOMERY EDUCATION AND PRE-RELEASE CENTER	2003-08-10 11:23:16.927		0
3439	KAN	MOP	MINNESOTA CORRECTIONAL FACILITY-OAK PARK HEIGHTS	2003-08-10 11:23:16.927		0
3440	KAN	MOU	MOUND REGIONAL FACILITY	2003-08-10 11:23:16.927		0
4613	KAN	MPD	MADISON PARISH DETENTION CENTER	2003-08-10 11:23:16.927	2010-05-14 00:02:00.000	1
3441	KAN	MPI	MOUNT PLEASANT CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3442	KAN	MRD	MENARD PSYCH CENTER	2003-08-10 11:23:16.927		0
3443	KAN	MRF	MOUND REGIONAL FACILITY	2003-08-10 11:23:16.927		0
